NUM,Site,SiteNum,SITE_ID,SingleCollection,NewOld,NumCollections,ParsonsCollectionSheets,NumCollectionsAtSite,MissingCollections ,Notes,TempSite,Surveyor,Collections,East,North,Long,Lat,SurvReg,SurvRegNum,N_TX,TX,E_IX_Surrounds,XO_W_IX,CH_XO_IX,CH,CH_AM,Tenango,IX,IX_Surrounds,Confed,Pol_EA_num,Pol_LA_num,Pol_EA,Pol_LA,Collections,CA_Size1,CA_Size2,Occu_EA,Occu_LA,Area_EA,Pop_EA,Area_LA,Pop_LA,BO_AzI_CHA,BO_AzI_MIX,BO_AzI_CUL,BO_AzI_WST,BO_AzI_IND,BO_AzI_TOT,BO_PDM_A,BO_PDM_A1,BO_PDM_A2,BO_PDM_A3,BO_PDM_A1c,BO_PDM_A2c,BO_PDM_A3c,BO_PDM_A1g,BO_PDM_A2g,BO_PDM_A3g,BO_PDM_A1_TOT,BO_PDM_A2_TOT,BO_PDM_A3_TOT,BO_PDM_Ac_TOT,BO_PDM_Ag_TOT,BO_PDM_A_TOT,BO_PDM_B,BO_PDM_B1,BO_PDM_B2,BO_PDM_B_TOT,BO_PD_C,BO_PDM_IND_EA,BO_BOWL_A,BO_BOWL_A1,BO_BOWL_A2,BO_BOWL_A3,BO_BOWL_A4,BO_BOWL_A_TOT,BO_BOWL_B,BO_BOWL_C,BO_BOWL_G1,BO_BOWL_M,BO_BOWL_IND_EA,BO_BAS_A,BO_BAS_B,BO_BAS_C,BO_BAS_IND_EA,BO_A_TOT,BO_B_TOT,BO_C_TOT,AzII_BO,BO_PD_D,BO_PDM_D1D2,BO_PDM_D3,BO_PD_D4,BO_PDM_D_TOT,BO_PDM_E,BO_PDM_E1,BO_PDM_E2,BO_PDM_E3,BO_PDM_E4,BO_PDM_E_TOT,BO_PDM_F,BO_PDM_GR,BO_PDM_IND_LA,BO_DISH_P,BO_BOWL_D,BO_BOWL_E,BO_BOWL_F,BO_BOWL_G2,BO_BOWL_H,BO_BOWL_IND_LA,BO_BAS_D,BO_BAS_E,BO_BAS_F,BO_BAS_G,BO_BAS_H,BO_BAS_IND_LA,BO_PDM_IND,BO_BOWL_IND,BO_BAS_IND,BO_D_TOT,Az23_BO,BO_E_TOT,BO_F_TOT,BO_BowHBasG_TOT,AzIII_BO,AzIV_BO,CCPC_A,CCPC_B,CCPC_C,CCPC_D,CCPC_H,CCPC_I,CCPC_J,CCPC_K,AZPC_E,AZPC_F,AZPC_G,AZPC_L,BR_A,BR_B,BR_D,BR_E,BR_F,BR_G,BR_H,BR_I,BR_COPA_D,BR_EA_TOT,PR_COPA,BWR_AW,BWR_AW1,BWR_AW2,BWR_AW_TOT,BWR_AN,BWR_AN1,BWR_AN2,BWR_AN_TOT,BWR_A_TOT,BWR_B,BWR_B1,BWR_B2,BWR_B_TOT,BWR_C,BWR_C1,BWR_C2,BWR_C_TOT,BWR_D1,BWR_D2,BWR_D3,BWR_D_TOT,BWR_E1,BWR_E2,BWR_E3,BWR_E4,BWR_E_TOT,BWR_EA_TOT,BRI_A,BRI_B,BRI_C,BRI_D,BRI_PANEL,BRI_CANE,BRI_TOT,BR_C,BR_Late,BWR_Late,BWR_G,YR,BWYR,WR,GR,BRT
92,CH-AZ-6,6,3006,,Old,1,,,,,CH-AZ-6,JRP 1972,Loc. 103,519970,2133580,-98.80992285,19.29590357,CH,3,0,0,1,0,1,1,0,0,1,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,75,250,1,0,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,2,3,0,0,3,3,6,0,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,CH-AZ-10,10,3010,,Old,1,,,,,CH-AZ-10,JRP 1969,Loc. 1,519750,2130850,-98.81204498,19.27123375,CH,3,0,0,1,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,177,177,0,1,0,0,1.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,3,6,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,CH-AZ-11,11,3011,,Old,1,,,,,CH-AZ-11,JRP 1969,Loc. ZZZ,520900,2131250,-98.80109645,19.27483711,CH,3,0,0,1,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,150,150,1,1,0.2,10,0.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95,CH-AZ-12,12,3012,,Old,1,,,,,CH-AZ-12,JRP 1969,Loc. WWW,520180,2130630,-98.80795513,19.26924127,CH,3,0,0,1,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,177,177,0,1,0,0,0.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,CH-AZ-14,14,3014,,Old,1,,,,,Cll-AZ-14,JRP 1969,Loc. JJ,518770,2129750,-98.82138209,19.26130198,CH,3,0,0,1,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,1257,1257,1,1,2.5,40,2.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,CH-AZ-15,15,3015,,Old,2,,,,,CH-AZ-15,MHP 1969,"Locs. 216, 217",520720,2129130,-98.8028324,19.25567974,CH,3,0,0,1,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,2,400,400,1,1,13.9,140,13.9,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,7,5,0,0,1,1,0,0,16,0,0,2,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
98,CH-AZ-17,17,3017,,Old,1,,,,,CH-AZ-17,MHP 1969,Loc. 211,520020,2127130,-98.8095143,19.23761201,CH,3,0,0,0,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,2874,2874,1,1,4.3,30,4.3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,CH-AZ-20,20,3020,,Old,2,,,,,CH-AZ-20,JRP 1969,"Loc. AAA, Tl. 85",518650,2125700,-98.82256336,19.2247016,CH,3,0,0,0,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,2,2455,2455,0,1,0,0,4.3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,6,4,0,15,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,15,2,0,15,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,5,1,0,0,1,0,0,0
100,CH-AZ-21,21,3021,,Old,1,,,,,CH-AZ-21,JRP 1969,Loc. UU,517820,2125600,-98.83046091,19.22380534,CH,3,0,0,0,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,921,921,1,1,6,60,6,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
101,CH-AZ-22,22,3022,,Old,1,,,,,CH-AZ-22,JRP 1969,Loc. BBB,518850,2125100,-98.82066645,19.2192773,CH,3,0,0,0,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,1500,1500,1,1,11.7,120,11.7,120,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,CH-AZ-23,23,3023,,Old,1,,,,,CH-AZ-23,JRP 1969,Loc. 9,520650,2123530,-98.80355868,19.20507098,CH,3,0,0,0,0,1,1,1,0,0,1,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,1964,1964,0,1,0,0,80,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,CH-AZ-25,25,3025,,Old,1,,,,,CH-AZ-25,JRP 1969,Loc. 15,520150,2121750,-98.80833373,19.18898937,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,314,314,1,1,0.9,20,0.9,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
104,CH-AZ-26,26,3026,,Old,2,,,,,CH-AZ-26,JRP 1969,Loc. 17 Loc. 16,520020,2121280,-98.80957517,19.18474305,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,9,9,Tlalmanalco,Tlalmanalco,2,354,354,0,1,0,0,1.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0
105,CH-AZ-29,29,3029,,Old,1,,,,,CH-AZ-29,JRP 1969,Loc. 18,517950,2120780,-98.82926904,19.18024369,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,314,314,1,1,1.4,20,1.4,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,2,3,0,24,7,1,0,2,3,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,2,0,0,3,0,6,0,0,0,0,0,0,0,0,0
106,CH-AZ-30,30,3030,,Old,1,,,,,CH-AZ-30,EP 1972,Loc. 23,522100,2120010,-98.78980542,19.1732439,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,9,9,Tlalmanalco,Tlalmanalco,1,1250,1250,1,1,0.7,10,0.7,10,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0
107,CH-AZ-31,31,3031,,Old,1,,,,,CH-AZ-31,EP 1972,Loc. 24,522680,2119160,-98.78429903,19.16555566,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,727.2727273,727,0,1,0,0,1.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,CH-AZ-32,32,3032,,Old,1,,,,,CH-AZ-32,EP 1972,Loc. 38,524500,2118660,-98.76699614,19.16101579,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,2500,2500,0,1,0,0,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,CH-AZ-35,35,3035,,Old,1,,,,,CH-AZ-35,EP 1972,"Locs. 29, 30",522220,2117610,-98.78869173,19.15155267,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,4583,4583,0,1,0,0,2.7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,CH-AZ-36,36,3036,,Old,2,,,,,CH-AZ-36,EP 1972,"Locs. 20, 21",520400,2118360,-98.80599161,19.15834987,CH,3,0,0,0,0,1,1,1,1,0,0,Chalca,10,10,Amecameca,Amecameca,2,1181.818182,1182,1,1,1.5,15,1.5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,4,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
111,CH-AZ-39,39,3039,,Old,1,,,,,CH-AZ-39,EP 1972,Imc. 36,523470,2115410,-98.77683124,19.13165616,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,562.5,563,0,1,0,0,2.8,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0
112,CH-AZ-40,40,3040,,Old,1,,,,,CH-AZ-40,EP 1972,Ix>c. 42,522970,2114290,-98.78159886,19.12153988,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,343.75,344,1,1,0.9,10,0.9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0
113,CH-AZ-41,41,3041,,Old,6,,,,,CH-AZ41,EP 1972,"Locs. 44, 45, 46, 48, 49, 50",523300,2113410,-98.7784718,19.11358312,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,6,2709.442517,2709,1,1,400,10000,400,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,6,0,1,7,0,1,1,1,0,4,0,0,0,0,3,0,0,4,4,1,3,1,0,7,11,1,32,3,1,0,1,2,0,0,1,1,3,1,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,7,5,1,0,0,10,0,10,2,1,0,0,0,1,0,0,0
114,CH-AZ-42,42,3042,,Old,1,,,,,CH-AZ-42,EP 1972,Loc. 52,522400,2113160,-98.78703153,19.11133384,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,289.4736842,289,0,1,0,0,0.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,9,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
115,CH-AZ-44,44,3044,,Old,1,,,,,CH-AZ-44,EP 1972,Loc. 67,525170,2112610,-98.760703,19.10633087,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,289.4736842,289,1,1,1.1,10,1.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
116,CH-AZ-48,48,3048,,Old,1,,,,,CH-AZ-48,EP 1972,Loc. 73,523590,2112010,-98.77573165,19.10092727,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,354,259,0,1,0,0,1.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,18,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
117,CH-AZ-50,50,3050,,Old,1,,,,,CH-AZ-50,EP 1972,Loc. 74,526170,2112060,-98.75120327,19.10134764,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,1,211.1801242,211,0,1,0,0,0.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,10,0,15,2,0,0,2,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
118,CH-AZ-51,51,3051,,Old,4,,,,,CH-AZ-51,EP 1972,"Locs. 62, 63, 65, 69",526290,2111610,-98.75006855,19.09727922,CH,3,0,0,0,0,1,1,1,0,0,0,Chalca,10,10,Amecameca,Amecameca,4,2320.652174,2321,1,1,9.5,100,9.5,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,12,0,18,2,2,0,1,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,6,0,6,2,0,0,0,0,0,0,0,0
